500 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
2 44.647793 10.930327 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
3 44.650514 10.938734 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
4 44.633450 10.924301 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
5 44.628245 10.808032 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
6 44.645322 10.916054 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
7 44.638755 10.897222 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
8 44.620737 10.980565 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
9 44.644635 10.842004 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
10 44.623639 10.935868 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
11 44.627010 10.940864 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
12 44.630468 10.935947 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
13 44.589114 10.858776 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
14 44.656825 10.875966 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
15 44.661508 10.889147 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
16 44.628634 10.939588 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
17 44.675540 11.041978 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
18 44.661676 10.923367 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
19 44.635734 10.947216 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
20 44.655313 10.964801 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
21 44.646774 10.921880 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
22 44.600704 10.973442 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
23 44.656930 10.898282 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
24 44.678402 10.930480 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
25 44.651569 10.867872 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
26 44.630666 10.909429 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
27 44.656308 10.896589 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
28 44.629226 10.927507 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
29 44.666572 10.892736 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
30 44.643496 10.945125 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
31 44.595485 11.035603 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
32 44.635463 10.907084 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
33 44.624822 10.945836 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
34 44.645899 10.907711 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
35 44.632706 10.948055 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
36 44.639802 10.806131 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
37 44.554313 10.797328 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
38 44.632474 10.934182 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
39 44.623001 10.924100 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
40 44.662103 10.964165 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
41 44.643508 10.886377 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
42 44.612079 10.911914 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
43 44.636847 10.905362 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
44 44.651573 10.902624 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
45 44.884381 11.060460 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
46 44.625980 10.944816 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
47 44.668201 10.936144 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
48 44.633658 10.900076 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
49 44.641038 10.891075 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
50 44.609558 10.850379 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
51 44.696834 10.889165 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
52 44.645148 10.888136 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
53 44.631655 10.971580 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
54 44.626914 10.907268 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
55 44.639521 10.911066 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
56 44.630800 10.902486 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
57 44.580411 10.983637 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
58 44.671741 10.866392 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
59 44.660419 10.896387 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
60 44.641915 10.915624 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
61 44.657931 10.878713 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
62 44.645113 10.907136 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
63 44.683176 10.896164 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
64 44.630498 10.947769 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
65 44.649044 10.900630 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
66 44.627757 10.918063 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
67 44.699421 10.885404 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
68 44.602478 10.860014 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
69 44.641242 10.890510 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
70 44.659737 10.895949 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
71 44.604481 10.861827 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
72 44.628713 10.922815 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
73 44.657407 10.904793 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
74 44.636749 10.932037 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
75 44.651712 10.875960 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
76 44.634426 10.871266 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
77 44.789957 10.875245 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
78 44.658793 10.904980 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
79 44.632273 10.868276 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
80 44.625274 10.929279 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
81 44.475185 10.991325 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
82 44.608459 10.978220 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
83 44.692672 10.967912 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
84 44.644888 10.922599 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
85 44.645348 10.917547 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
86 44.639744 10.909265 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
87 44.652115 10.899743 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
88 44.672678 10.951920 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
89 44.633974 10.935704 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
90 44.647343 10.927732 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
91 44.643751 10.942125 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
92 44.659868 10.931842 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
93 44.727825 10.919785 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
94 44.660306 10.965302 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
95 44.689272 10.916227 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
96 44.647264 10.943387 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
97 44.646018 10.923316 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
98 44.652496 10.931752 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
99 44.645163 10.909004 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
100 44.649723 10.920020 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
101 44.637494 10.935028 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
102 44.635170 10.914836 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
103 44.634089 10.916551 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
104 44.632542 10.935307 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
105 44.633457 10.856224 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
106 44.656419 10.909598 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
107 44.687662 10.963423 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
108 44.623780 10.917712 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
109 44.645879 10.930202 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
110 44.638511 10.873769 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
111 44.625556 10.894379 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
112 44.836184 11.292578 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
113 44.639702 10.913418 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
114 44.660409 10.962256 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
115 44.626128 10.929277 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
116 44.636780 10.930377 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
117 44.668198 10.938464 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
118 44.650372 10.898436 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
119 44.634077 10.950419 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
120 44.622888 10.891130 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
121 44.636236 10.921261 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
122 44.509709 10.950041 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
123 44.641216 10.943818 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
124 44.641960 10.966249 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
125 44.630155 10.960969 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
126 44.655040 10.905814 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
127 44.655574 10.900547 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
128 44.603873 10.904920 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
129 44.654197 10.890697 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
130 44.650509 10.933601 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
131 44.628309 10.969620 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
132 44.635164 10.869587 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
133 44.310038 10.792578 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
134 44.638403 10.876708 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
135 44.655428 10.872448 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
136 44.623009 10.948569 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
137 44.647191 10.919890 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
138 44.523177 10.859042 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
139 44.643031 10.934915 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
140 44.636547 10.933714 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
141 44.628160 10.892855 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
142 44.657913 10.903107 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
143 44.643877 10.926382 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
144 44.637345 10.917497 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
145 44.637662 10.940099 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
