750 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
2 44.647793 10.930327 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
3 44.650514 10.938734 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
4 44.654346 10.909586 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
5 44.656694 10.898991 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
6 44.645649 10.921296 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
7 44.633450 10.924301 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
8 44.642667 10.928747 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
9 44.628245 10.808032 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
10 44.602418 10.919662 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
11 44.849179 11.069823 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
12 44.638755 10.897222 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
13 44.620737 10.980565 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
14 44.644635 10.842004 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
15 44.675135 10.900189 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
16 44.623639 10.935868 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
17 44.627010 10.940864 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
18 44.644637 10.929353 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
19 44.644954 10.925246 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
20 44.689813 10.913941 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
21 44.656825 10.875966 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
22 44.657739 10.912519 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
23 44.628634 10.939588 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
24 44.286752 10.672077 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
25 44.619638 10.941135 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
26 44.287087 10.666050 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
27 44.651896 10.917380 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
28 44.635734 10.947216 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.646774 10.921880 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
30 44.600704 10.973442 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
31 44.657643 10.949641 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
32 44.656930 10.898282 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
33 44.678402 10.930480 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
34 44.651569 10.867872 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
35 44.630666 10.909429 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
36 44.641209 10.921766 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
37 44.656308 10.896589 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
38 44.629226 10.927507 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
39 44.643386 10.932400 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
40 44.666572 10.892736 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
41 44.662543 10.890877 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
42 44.643496 10.945125 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.595485 11.035603 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
44 44.659224 10.892006 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
45 44.575189 10.919481 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
46 44.635463 10.907084 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
47 44.624635 10.940973 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
48 44.624822 10.945836 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
49 44.638496 10.856699 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
50 44.634172 10.924156 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
51 44.632706 10.948055 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
52 44.639802 10.806131 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
53 44.554313 10.797328 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
54 44.639347 10.930972 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
55 44.632474 10.934182 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
