550 lat long pcc pcn mem st bw sd cost service task
1 44.625262 10.893088 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
2 44.647793 10.930327 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
3 44.650514 10.938734 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
4 44.645649 10.921296 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
5 44.633450 10.924301 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
6 44.642667 10.928747 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
7 44.602418 10.919662 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
8 44.587891 10.946703 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
9 44.644635 10.842004 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
10 44.630468 10.935947 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
11 44.589114 10.858776 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
12 44.726452 10.910250 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
13 44.656825 10.875966 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
14 44.661508 10.889147 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
15 44.657739 10.912519 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
16 44.675540 11.041978 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
17 44.661676 10.923367 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
18 44.286752 10.672077 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
19 44.287087 10.666050 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
20 44.655313 10.964801 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
21 44.646774 10.921880 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
22 44.657643 10.949641 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
23 44.628446 10.914559 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
24 44.656930 10.898282 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
25 44.678402 10.930480 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
26 44.651569 10.867872 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
27 44.662918 10.925206 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
28 44.629226 10.927507 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.643386 10.932400 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
30 44.666572 10.892736 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
31 44.662543 10.890877 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
32 44.643496 10.945125 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
33 44.575189 10.919481 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
34 44.624635 10.940973 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
35 44.624822 10.945836 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
36 44.634172 10.924156 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
37 44.645899 10.907711 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
38 44.632706 10.948055 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
39 44.639802 10.806131 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
40 44.610405 10.920063 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
41 44.642992 10.964084 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
42 44.612079 10.911914 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.343638 10.729244 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
44 44.651573 10.902624 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
45 44.655157 10.937415 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
