850 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
2 44.647793 10.930327 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
3 44.650514 10.938734 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
4 44.654346 10.909586 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
5 44.656694 10.898991 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
6 44.690933 10.969304 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
7 44.645649 10.921296 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
8 44.642667 10.928747 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
9 44.628245 10.808032 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
10 44.602418 10.919662 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
11 44.645322 10.916054 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
12 44.643426 10.891692 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
13 44.849179 11.069823 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
14 44.587891 10.946703 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
15 44.620737 10.980565 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
16 44.644635 10.842004 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
17 44.675135 10.900189 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
18 44.623639 10.935868 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
19 44.627010 10.940864 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
20 44.630468 10.935947 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
21 44.644637 10.929353 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
22 44.589114 10.858776 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
23 44.644954 10.925246 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
24 44.726452 10.910250 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
25 44.689813 10.913941 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
26 44.656825 10.875966 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
27 44.661508 10.889147 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
28 44.657739 10.912519 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.628634 10.939588 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
30 44.675540 11.041978 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
31 44.661676 10.923367 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
32 44.286752 10.672077 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
33 44.619638 10.941135 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
34 44.287087 10.666050 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
35 44.651896 10.917380 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
36 44.635734 10.947216 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
37 44.571934 10.844666 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
38 44.655313 10.964801 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
39 44.646774 10.921880 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
40 44.600704 10.973442 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
41 44.628446 10.914559 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
42 44.656930 10.898282 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.662918 10.925206 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
44 44.748232 11.002663 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
45 44.656308 10.896589 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
46 44.629226 10.927507 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
47 44.661147 10.927231 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
48 44.643386 10.932400 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
49 44.666572 10.892736 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
50 44.662543 10.890877 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
51 44.595485 11.035603 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
52 44.659224 10.892006 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
53 44.625435 10.896339 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
54 44.575189 10.919481 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
55 44.635463 10.907084 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
