400 lat long pcc pcn mem st bw sd cost service task
1 44.654346 10.909586 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
2 44.656694 10.898991 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
3 44.645649 10.921296 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
4 44.642667 10.928747 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
5 44.602418 10.919662 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
6 44.849179 11.069823 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
7 44.620737 10.980565 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
8 44.623639 10.935868 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
9 44.627010 10.940864 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
10 44.644637 10.929353 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
11 44.589114 10.858776 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
12 44.661508 10.889147 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
13 44.675540 11.041978 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
14 44.287087 10.666050 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
15 44.651896 10.917380 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
16 44.635734 10.947216 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
17 44.571934 10.844666 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
18 44.655313 10.964801 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
19 44.600704 10.973442 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
20 44.657643 10.949641 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
21 44.656930 10.898282 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
22 44.748232 11.002663 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
23 44.641209 10.921766 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
24 44.629226 10.927507 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
25 44.643386 10.932400 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
26 44.662543 10.890877 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
27 44.643496 10.945125 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
28 44.575189 10.919481 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.624822 10.945836 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
30 44.638496 10.856699 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
31 44.639347 10.930972 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
32 44.632474 10.934182 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
33 44.628929 10.888966 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
34 44.536086 10.820911 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
35 44.643508 10.886377 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
36 44.642992 10.964084 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
37 44.626869 10.925723 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
38 44.343638 10.729244 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
39 44.636847 10.905362 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
40 44.655157 10.937415 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
41 44.668201 10.936144 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
42 44.641038 10.891075 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.636720 10.901462 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
44 44.637160 10.934742 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
45 44.641515 10.891953 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
46 44.538036 10.793516 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
47 44.626914 10.907268 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
48 44.635266 10.928746 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
49 44.640801 10.923262 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
50 44.671741 10.866392 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
51 44.660419 10.896387 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
52 44.683176 10.896164 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
53 44.627757 10.918063 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
54 44.699421 10.885404 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
55 44.685449 10.966954 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
56 44.679437 11.040059 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
57 44.641242 10.890510 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
58 44.604481 10.861827 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
59 44.580008 10.911161 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
60 44.657407 10.904793 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
61 44.636245 10.926057 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
62 44.634459 10.925545 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
63 44.662602 10.898617 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
64 44.658793 10.904980 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
65 44.642029 10.962812 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
66 44.632273 10.868276 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
67 44.524855 10.860216 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
