1000 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
2 44.625262 10.893088 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
3 44.647793 10.930327 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
4 44.650514 10.938734 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
5 44.654346 10.909586 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
6 44.656694 10.898991 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
7 44.690933 10.969304 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
8 44.645649 10.921296 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
9 44.633450 10.924301 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
10 44.642667 10.928747 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
11 44.628245 10.808032 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
12 44.602418 10.919662 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
13 44.645322 10.916054 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
14 44.643426 10.891692 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
15 44.849179 11.069823 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
16 44.638755 10.897222 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
17 44.587891 10.946703 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
18 44.620737 10.980565 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
19 44.644635 10.842004 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
20 44.675135 10.900189 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
21 44.623639 10.935868 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
22 44.627010 10.940864 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
23 44.687798 10.963777 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
24 44.630468 10.935947 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
25 44.644637 10.929353 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
26 44.589114 10.858776 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
27 44.644954 10.925246 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
28 44.726452 10.910250 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.689813 10.913941 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
30 44.656825 10.875966 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
31 44.661508 10.889147 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
32 44.657739 10.912519 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
33 44.628634 10.939588 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
34 44.675540 11.041978 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
35 44.661676 10.923367 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
36 44.286752 10.672077 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
37 44.619638 10.941135 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
38 44.287087 10.666050 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
