350 lat long pcc pcn mem st bw sd cost service task
1 44.633450 10.924301 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
2 44.849179 11.069823 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
3 44.644635 10.842004 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
4 44.675540 11.041978 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
5 44.661676 10.923367 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
6 44.628446 10.914559 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
7 44.651569 10.867872 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
8 44.748232 11.002663 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
9 44.630666 10.909429 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
10 44.641209 10.921766 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
11 44.629226 10.927507 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
12 44.643386 10.932400 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
13 44.666572 10.892736 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
14 44.662543 10.890877 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
15 44.635463 10.907084 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
16 44.623001 10.924100 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
17 44.662103 10.964165 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
18 44.628929 10.888966 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
19 44.668201 10.936144 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
20 44.654059 10.906719 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
21 44.633658 10.900076 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
22 44.650462 10.919184 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
23 44.619716 10.928593 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
24 44.632772 10.899272 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
25 44.660988 10.921575 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
26 44.538036 10.793516 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
27 44.636345 10.904913 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
28 44.635266 10.928746 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.649044 10.900630 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
30 44.666557 10.913467 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
31 44.602478 10.860014 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
32 44.685449 10.966954 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
33 44.679437 11.040059 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
34 44.641242 10.890510 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
35 44.659737 10.895949 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
36 44.633829 10.969333 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
37 44.580008 10.911161 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
38 44.628713 10.922815 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
39 44.636245 10.926057 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
40 44.662602 10.898617 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
41 44.475185 10.991325 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
42 44.524855 10.860216 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
43 44.692672 10.967912 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
44 44.658118 10.932318 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
45 44.644888 10.922599 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
46 44.645348 10.917547 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
47 44.633436 10.903916 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
48 44.655713 10.898435 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
49 44.649814 10.918457 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
