300 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
2 44.530164 10.863294 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
3 44.690262 10.969892 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
4 44.650514 10.938734 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
5 44.654346 10.909586 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
6 44.647465 10.926259 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
7 44.656694 10.898991 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
8 44.642667 10.928747 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
9 44.641623 10.913198 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
10 44.710831 10.893089 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
11 44.602418 10.919662 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
12 44.638755 10.897222 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
13 44.587891 10.946703 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
14 44.620512 10.912136 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
15 44.675135 10.900189 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
16 44.687798 10.963777 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
17 44.644954 10.925246 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
18 44.857534 11.205391 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
19 44.669187 10.901785 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
20 44.500456 11.021603 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
21 44.286752 10.672077 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
22 44.580871 10.919996 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
23 44.636391 10.935298 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
24 44.653016 10.926072 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
25 44.647885 10.927507 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
26 44.571934 10.844666 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
27 44.646774 10.921880 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
28 44.655313 10.964801 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
29 44.657643 10.949641 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
30 44.656930 10.898282 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
31 44.662918 10.925206 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
32 44.643622 10.924285 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
33 44.748232 11.002663 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
34 44.628366 10.833977 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
35 44.641209 10.921766 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
36 44.645527 10.929868 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
37 44.661147 10.927231 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
38 44.667786 10.937702 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
39 44.684926 10.967801 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
