900 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
2 44.625262 10.893088 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
3 44.647793 10.930327 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
4 44.650514 10.938734 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
5 44.654346 10.909586 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
6 44.656694 10.898991 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
7 44.690933 10.969304 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
8 44.645649 10.921296 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
9 44.633450 10.924301 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
10 44.642667 10.928747 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
11 44.628245 10.808032 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
12 44.602418 10.919662 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
13 44.645322 10.916054 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
14 44.643426 10.891692 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
15 44.849179 11.069823 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
16 44.638755 10.897222 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
17 44.620737 10.980565 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
18 44.644635 10.842004 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
19 44.675135 10.900189 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
20 44.623639 10.935868 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
21 44.627010 10.940864 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
22 44.687798 10.963777 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
23 44.630468 10.935947 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
24 44.644637 10.929353 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
25 44.644954 10.925246 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
26 44.726452 10.910250 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
27 44.689813 10.913941 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
28 44.656825 10.875966 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
29 44.661508 10.889147 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
30 44.657739 10.912519 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
31 44.628634 10.939588 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
32 44.661676 10.923367 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
33 44.286752 10.672077 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
34 44.619638 10.941135 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
