450 lat long pcc pcn mem st bw sd cost service task
1 44.625262 10.893088 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
2 44.654346 10.909586 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
3 44.690933 10.969304 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
4 44.628245 10.808032 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
5 44.849179 11.069823 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
6 44.587891 10.946703 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
7 44.644635 10.842004 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
8 44.630468 10.935947 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
9 44.589114 10.858776 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
10 44.726452 10.910250 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
11 44.689813 10.913941 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
12 44.661508 10.889147 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
13 44.675540 11.041978 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
14 44.619638 10.941135 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
15 44.651896 10.917380 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
16 44.655313 10.964801 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
17 44.646774 10.921880 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
18 44.628446 10.914559 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
19 44.656930 10.898282 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
20 44.678402 10.930480 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
21 44.748232 11.002663 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
22 44.641209 10.921766 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
23 44.629226 10.927507 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
24 44.666572 10.892736 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
25 44.643496 10.945125 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
26 44.659224 10.892006 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
27 44.624635 10.940973 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
28 44.624822 10.945836 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
29 44.632474 10.934182 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
30 44.623001 10.924100 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
31 44.662103 10.964165 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
32 44.628929 10.888966 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
33 44.643508 10.886377 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
34 44.632606 10.952201 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
35 44.626869 10.925723 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
36 44.343638 10.729244 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
37 44.625980 10.944816 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
38 44.655157 10.937415 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
39 44.656471 10.939548 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
40 44.668201 10.936144 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
41 44.636720 10.901462 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
42 44.637160 10.934742 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
43 44.578835 10.829993 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
44 44.619716 10.928593 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
45 44.641515 10.891953 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
46 44.609558 10.850379 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
47 44.660988 10.921575 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
48 44.645148 10.888136 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
49 44.538036 10.793516 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
50 44.636345 10.904913 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
51 44.635266 10.928746 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
52 44.630800 10.902486 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
53 44.640801 10.923262 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
54 44.641915 10.915624 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
55 44.649044 10.900630 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
56 44.685449 10.966954 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
57 44.674822 10.934524 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
58 44.580008 10.911161 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
59 44.640578 10.914095 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
60 44.644122 10.942273 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
61 44.636749 10.932037 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
62 44.651712 10.875960 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
63 44.789957 10.875245 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
64 44.649759 10.900387 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
65 44.632273 10.868276 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
66 44.608459 10.978220 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
67 44.692672 10.967912 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
68 44.658118 10.932318 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
69 44.679634 10.946879 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
70 44.644888 10.922599 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
71 44.645348 10.917547 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
72 44.633436 10.903916 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
73 44.662176 10.929089 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
74 44.649814 10.918457 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
75 44.587664 10.970517 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
