700 lat long pcc pcn mem st bw sd cost service task
1 44.633106 10.939678 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
2 44.625262 10.893088 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
3 44.650514 10.938734 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
4 44.654346 10.909586 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
5 44.690933 10.969304 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
6 44.633450 10.924301 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
7 44.602418 10.919662 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
8 44.645322 10.916054 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
9 44.643426 10.891692 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
10 44.849179 11.069823 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
11 44.587891 10.946703 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
12 44.644635 10.842004 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
13 44.675135 10.900189 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
14 44.623639 10.935868 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
15 44.627010 10.940864 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
16 44.687798 10.963777 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
17 44.630468 10.935947 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
18 44.644637 10.929353 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
19 44.644954 10.925246 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
20 44.726452 10.910250 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
21 44.689813 10.913941 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
22 44.656825 10.875966 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
23 44.661508 10.889147 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
24 44.628634 10.939588 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
25 44.675540 11.041978 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
26 44.286752 10.672077 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
27 44.619638 10.941135 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
28 44.635734 10.947216 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
29 44.571934 10.844666 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
30 44.656930 10.898282 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
31 44.651569 10.867872 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
32 44.748232 11.002663 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
33 44.630666 10.909429 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
34 44.656308 10.896589 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
35 44.661147 10.927231 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
36 44.643386 10.932400 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
37 44.662543 10.890877 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
38 44.643496 10.945125 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
39 44.595485 11.035603 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
40 44.659224 10.892006 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
41 44.635463 10.907084 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
42 44.624635 10.940973 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.624822 10.945836 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
44 44.634172 10.924156 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
45 44.645899 10.907711 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
46 44.632706 10.948055 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
47 44.639802 10.806131 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
48 44.554313 10.797328 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
49 44.639347 10.930972 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
50 44.632474 10.934182 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
51 44.662103 10.964165 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
52 44.610405 10.920063 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
53 44.628929 10.888966 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
54 44.643508 10.886377 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
55 44.642992 10.964084 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
56 44.632606 10.952201 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
57 44.612079 10.911914 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
58 44.626869 10.925723 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
59 44.343638 10.729244 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
60 44.651573 10.902624 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
61 44.884381 11.060460 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
62 44.625980 10.944816 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
63 44.655157 10.937415 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
64 44.668201 10.936144 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
65 44.654059 10.906719 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
66 44.633658 10.900076 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
67 44.641038 10.891075 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
68 44.601834 10.957643 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
69 44.650462 10.919184 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
70 44.637160 10.934742 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
71 44.578835 10.829993 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
72 44.619716 10.928593 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
73 44.641515 10.891953 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
74 44.632772 10.899272 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
75 44.647080 10.923876 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
76 44.696834 10.889165 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
77 44.626914 10.907268 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
78 44.636345 10.904913 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
79 44.635266 10.928746 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
80 44.639521 10.911066 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
81 44.630800 10.902486 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
82 44.580411 10.983637 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
83 44.671741 10.866392 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
84 44.660419 10.896387 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
85 44.657931 10.878713 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
86 44.645113 10.907136 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
87 44.683176 10.896164 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
88 44.630498 10.947769 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
89 44.649044 10.900630 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
90 44.666557 10.913467 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
91 44.627757 10.918063 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
92 44.699421 10.885404 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
93 44.602478 10.860014 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
94 44.685449 10.966954 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
95 44.679437 11.040059 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
96 44.659737 10.895949 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
97 44.649479 10.938563 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
98 44.674822 10.934524 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
99 44.649247 10.926936 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
100 44.640578 10.914095 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
101 44.628713 10.922815 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
102 44.636245 10.926057 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
103 44.636749 10.932037 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
104 44.651712 10.875960 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
105 44.634426 10.871266 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
106 44.662602 10.898617 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
107 44.649759 10.900387 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
108 44.649407 10.921292 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
109 44.656379 10.890524 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
110 44.608459 10.978220 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
111 44.524855 10.860216 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
112 44.692672 10.967912 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
113 44.658118 10.932318 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
114 44.679634 10.946879 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
115 44.633436 10.903916 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
