50 lat long pcc pcn mem st bw sd cost service task
1 44.666557 10.913467 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
2 44.631074 10.951644 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
3 44.641242 10.890510 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
4 44.649479 10.938563 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
5 44.656419 10.909598 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
6 44.628245 10.808032 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
7 44.649967 10.907460 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
8 44.634459 10.925545 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
9 44.689984 10.974721 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
10 44.638668 10.897724 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
11 44.589114 10.858776 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
12 44.653465 10.944126 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
13 44.652905 10.932157 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
14 44.613206 10.846712 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
15 44.646389 10.918171 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
16 44.657019 10.893371 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
17 44.643784 10.912655 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
18 44.628283 10.939207 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
19 44.621690 10.943570 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
20 44.658759 10.903604 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
21 44.662543 10.890877 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
22 44.629734 10.970472 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
23 44.643125 10.923329 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
24 44.369246 10.661461 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
25 44.649567 10.901025 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
26 44.649192 10.858874 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
27 44.638616 10.911739 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
28 44.660299 10.894826 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
29 44.625334 10.936794 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
30 44.560000 11.026496 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
31 44.632760 10.917931 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
32 44.641707 10.952831 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
33 44.645879 10.930202 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
34 44.653593 10.902316 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
35 44.579704 10.945882 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
36 44.603614 10.968888 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
37 44.643300 10.920191 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
38 44.656471 10.939548 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
39 44.674959 11.031031 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
40 44.634734 10.947882 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
41 44.636780 10.930377 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
42 44.647459 10.934743 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
43 44.584341 11.078741 6.17007 1 7.85673 37.57603 0 6.59389 3.7975 4 4 
44 44.626591 10.919601 1.61198 2 1.87511 14.73976 0 4.65248 5.3325 5 1 
45 44.629604 10.975063 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
46 44.630928 10.901713 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
47 44.659224 10.892006 0.71682 4 0.55814 11.9808 0 0.97351 9.3325 3 1 
48 44.602907 10.970402 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
49 44.619807 10.930975 2.18337 3 2.86092 12.87719 0 9.76457 7.3525 1 2 
50 44.624814 10.937688 1.26791 1 3.04286 21.33838 0 7.54948 3.3550 2 2 
