CC
1
1	44.659414	10.936595
EC
100
1	44.627679	10.905275	1	10.000000
2	44.645212	10.845204	1	10.000000
3	44.636184	10.894112	1	10.000000
4	44.657989	10.915088	1	10.000000
5	44.737869	10.927290	1	10.000000
6	44.644980	10.935084	1	10.000000
7	44.663952	10.925380	1	10.000000
8	44.643388	10.930879	1	10.000000
9	44.660017	10.922206	1	10.000000
10	44.549887	10.943770	1	10.000000
11	44.535392	10.795644	1	10.000000
12	44.636083	10.908446	1	10.000000
13	44.644655	10.914930	1	10.000000
14	44.577738	10.839587	1	10.000000
15	44.660125	10.884774	1	10.000000
16	44.642818	10.895363	1	10.000000
17	44.553794	10.778387	1	10.000000
18	44.741874	10.923151	1	10.000000
19	44.627163	10.938222	1	10.000000
20	44.642706	10.890372	1	10.000000
21	44.640622	10.969588	1	10.000000
22	44.618301	10.825300	1	10.000000
23	44.657179	10.898772	1	10.000000
24	44.629848	10.936623	1	10.000000
25	44.603185	10.969607	1	10.000000
26	44.884673	11.069750	1	10.000000
27	44.625376	10.918105	1	10.000000
28	44.642795	10.939353	1	10.000000
29	44.649701	10.892467	1	10.000000
30	44.637655	10.924026	1	10.000000
31	44.685437	10.894296	1	10.000000
32	44.642547	10.944128	1	10.000000
33	44.629040	10.975422	1	10.000000
34	44.630032	10.960077	1	10.000000
35	44.637512	10.954229	1	10.000000
36	44.642593	10.930274	1	10.000000
37	44.662683	10.962235	1	10.000000
38	44.631776	10.905878	1	10.000000
39	44.544092	10.778658	1	10.000000
40	44.613096	10.935387	1	10.000000
41	44.741668	10.925969	1	10.000000
42	44.622677	10.912607	1	10.000000
43	44.651003	10.935226	1	10.000000
44	44.652821	10.904157	1	10.000000
45	44.625540	10.960703	1	10.000000
46	44.624342	10.909513	1	10.000000
47	44.611628	10.934530	1	10.000000
48	44.622497	10.943233	1	10.000000
49	44.627686	10.935059	1	10.000000
50	44.620104	10.931738	1	10.000000
51	44.640614	10.915871	1	10.000000
52	44.630068	10.924922	1	10.000000
53	44.656872	10.892369	1	10.000000
54	44.646006	10.887044	1	10.000000
55	44.638034	10.938759	1	10.000000
56	44.660255	10.898333	1	10.000000
57	44.625999	10.946590	1	10.000000
58	44.642136	10.927896	1	10.000000
59	44.631721	10.885032	1	10.000000
60	44.663518	10.895345	1	10.000000
61	44.635874	10.917106	1	10.000000
62	44.656358	10.944253	1	10.000000
63	44.631143	10.904487	1	10.000000
64	44.616463	10.925836	1	10.000000
65	44.542902	10.955749	1	10.000000
66	44.641705	10.908636	1	10.000000
67	44.649994	10.899677	1	10.000000
68	44.653862	10.917182	1	10.000000
69	44.640921	10.807400	1	10.000000
70	44.649488	10.936277	1	10.000000
71	44.635793	10.865473	1	10.000000
72	44.657218	10.899983	1	10.000000
73	44.666175	10.931018	1	10.000000
74	44.649191	10.924138	1	10.000000
75	44.639842	10.839160	1	10.000000
76	44.525564	10.892628	1	10.000000
77	44.703144	10.949882	1	10.000000
78	44.673521	10.912881	1	10.000000
79	44.586573	10.932468	1	10.000000
80	44.702964	10.952230	1	10.000000
81	44.628158	10.917498	1	10.000000
82	44.630239	10.974414	1	10.000000
83	44.632309	10.922486	1	10.000000
84	44.648502	10.921246	1	10.000000
85	44.577643	10.942655	1	10.000000
86	44.629978	10.935538	1	10.000000
87	44.666018	10.943080	1	10.000000
88	44.627177	10.925131	1	10.000000
89	44.661654	10.965658	1	10.000000
90	44.631943	10.934245	1	10.000000
91	44.640595	10.919339	1	10.000000
92	44.636726	10.941892	1	10.000000
93	44.637412	10.941054	1	10.000000
94	44.664245	10.858545	1	10.000000
95	44.643166	10.932873	1	10.000000
96	44.650069	10.903798	1	10.000000
97	44.631015	10.917223	1	10.000000
98	44.646281	10.843797	1	10.000000
99	44.651873	10.918554	1	10.000000
100	44.588209	10.970924	1	10.000000
